MOLECULE,OUTCOME,,,
COC1=CC=C2N=CC(F)=C(CCC34CCC(NCC5=NC6=C(C=C5C)OCC(=O)N6)(CC3)CO4)C2=N1,6,3,1000,1
COC1=CC=C2N=CC(F)=C(CCC34CCC(NCC5=NC6=C(C=C5Cl)OCC(=O)N6)(CC3)CO4)C2=N1,5.236572006,3.763427994,5800,1
COC1=CC=C2N=CC(F)=C(CCC34CCC(NCC5=NC6=C(C=C5F)OCC(=O)N6)(CC3)CO4)C2=N1,5.886056648,3.113943352,1300,1
COC1=CC=C2N=CC(F)=C(CCC3OCC(NCC4=CC5=C(C=N4)OCCO5)CO3)C2=N1,4.823908741,4.176091259,15000,0
COC1=CC=C2N=CC(F)=C(CCN3CCC(NCC4=CC5=C(C=N4)OCCO5)CC3)C2=C1,5.301029996,3.698970004,5000,1
COC1=CC=C2N=CC(F)=C(CCN3CCC(NCC4=CC5=C(C=N4)OCCO5)CC3)C2=N1,5.171950899,3.828049101,6730.527468,1
COC1=CC=C2N=CC(O)=C(CCC34CCC(NCC5=CC=C6OCC(=O)NC6=N5)(CC3)CO4)C2=N1,5.707743929,3.292256071,1960,1
COC1=CC=C2N=CC(OC)=C(CCC34CCC(NCC5=CC=C6OCC(=O)NC6=N5)(CC3)CO4)C2=N1,5.370590401,3.629409599,4260,1
COC1=CC=C2N=CC=C(C(O)CCC3CCN(C4CC(C5=CC=CC=C5)C4)CC3C(=O)O)C2=C1,4.603800653,4.396199347,24900,0
COC1=CC=C2N=CC=C(CCC34CCC(NCC5=CC=C6OCC(=O)NC6=N5)(CC3)CO4)C2=N1,6.251811973,2.748188027,560,1
COC1=CC=CC(N2C=C3N=C(C)N(CC4CCCN(CC5CCCO5)C4)C(=O)C3=N2)=C1,5.537602002,3.462397998,2900,1
COC1=CC=CC(C2=CNC(C3CC4=C(NC5=CC=CC=C54)C(C4CCOCC4)N3)=N2)=C1,6.607303047,2.392696953,247,1
COC1=CC=CC(C2=CNC(C3CC4=C(NC5=CC=CC=C54)C(C4CCOCC4)N3)=N2)=N1,5.989276135,3.010723865,1025,1
COC1=CC=CC(C2=CNC(C3CC4=C(NC5=CC=CC=C54)C(C4=CN(C)N=C4)(C4=NOC(C)=N4)N3)=N2)=N1,5.441411417,3.558588583,3619,1
COC1=CC=CC(C2=CN3N=CC(C(N)=O)=C(NC4CCC(C)(N)C4(C)C)C3=C2)=C1,5.142667504,3.857332496,7200,1
COC1=CC=CC(C2=NC(CCOC3=CC=CC(CC4C(=O)N(C5=CC=C(C(C)(C)C)C=C5)C4C(=O)O)=C3)=C(C)O2)=C1,5.677780705,3.322219295,2100,1
COC1=CC=CC(C(=O)CN2C(=O)C3=C(C(C#N)=C(N4CCCC(N)C4)N3CC=C(C)C)N(C)C2=O)=C1,5.795880017,3.204119983,1600,1
COC1=CC=CC(C(C)N2C3CCC2CC(OC2=CC=CC(C(N)=O)=C2)C3)=C1,8.337242168,0.662757832,4.6,1
COC1=CC=CC(C(C2=CC3=CC(C#N)=CC=C3N=C2OC)C(O)(CCN(C)C)C2=CC(SC)=NC(SC)=C2)=C1F,5.292429824,3.707570176,5100,1
COC1=CC=CC(C2(O)CCC(N3CC(NC(=O)CNC4=NC=NC5=CC=C(C(F)(F)F)C=C54)C3)CC2)=N1,4.872895202,4.127104798,13400,0
COC1=CC=CC(C23CC2CN(CCCSC2=NN=C(C4=C(C)N=CO4)N2C)C3)=C1,5.466667099,3.533332901,3414.545472,1
COC1=CC=CC(CCN(C)CCN2CCN(C3=CC=CC(Cl)=C3)C2=O)=C1,6.199998172,2.800001828,630.96,1
COC1=CC=CC(CN2CCC(NC(=O)C3=CC(=O)C4=CC=C(F)C=C4O3)CC2)=C1,7.982966661,1.017033339,10.4,1
COC1=CC=CC(CN2CCC3=CC4=C(C=C3CC2)SC(N)=N4)=C1,5.180456064,3.819543936,6600,1
COC1=CC=CC(CN2C=CC3=NC(N)=NC(NCC4=NOC(C)=C4)=C32)=N1,5.638272164,3.361727836,2300,1
COC1=CC=CC(F)=C1CC(C1=CC=CC=C1)N1CCNCC1,5.068033885,3.931966115,8550,1
COC1=CC=CC(N2CCN(CCN(C)CC34CCC(CC3)C4(C)C)C2=O)=C1,5.700000504,3.299999496,1995.26,1
COC1=CC=CC(N2CCN(CCN3CCC(C(F)(F)F)CC3)C2=O)=C1,4.600000075,4.399999925,25118.86,0
COC1=CC=CC(N2CCN(CC3=NN4C(N)=NC5=C(OC)C=CC=C5C4=N3)C(C)C2)=C1,4.676541633,4.323458367,21060,0
COC1=CC=CC2=C1C=C(C1=NC(NC3CCOCC3N)=CN=C1C(N)=O)N2,4.657577319,4.342422681,22000,0
COC1=CC=CC2=C1N=C(C)N(C1=CC=C(OCCCN3CCCC3)C=C1)C2=O,5,4,10000,1
COC1=CC=CC2=C1N=C(C1=CC=C(OC3CCN(C4CCC4)CC3)C=C1)N(C)C2=O,5,4,10000,1
COC1=CC=CC2=C1CCCC21CCN(CCCSC2=NN=C(C3=C(C)N=CO3)N2C)C1,5.700000504,3.299999496,1995.26,1
COC1=CC=CC2=C1OC(C1=CC=C(OCCCN3CCCC3)C=C1)C(C)S2(=O)=O,5.22410473,3.77589527,5968.913288,1
COC1=CC=CC2=C1OC(C1=CC=C(OCCCN3CCCC3C)C=C1)C(C)S2(=O)=O,5.478909203,3.521090797,3319.638535,1
COC1=CC=CC2=C1OC(C1=CC=C(OCCCN3CCCCC3)C=C1)C(C)S2(=O)=O,5.318758763,3.681241237,4800,1
COC1=CC=CC2=C1S(=O)(=O)C(C)C(C1=CC=C(OCCCN3CCCC3)C=C1)O2,5.200659451,3.799340549,6300,1
COC1=CC=CC2=C1N=C(N)N1N=C(CN3CCN(C4=CC=C(F)C=N4)CC3C)N=C21,4.660151217,4.339848783,21870,0
COC1=CC=CC2=C1N=C(N)N1N=C(CN3CCN(C4=CC=CC=C4)CC3C)N=C21,4.771086594,4.228913406,16940,0
COC1=CC=CC2=C1N=C(N)N1N=C(CN3CCN(C4=CC=CC=N4)CC3C)N=C21,4.594141601,4.405858399,25460,0
COC1=CC=CC2=C1N=C(N)N1N=C(CN3CCN(C4=CC=CN=C4)CC3C)N=C21,4.651889932,4.348110068,22290,0
COC1=CC=CC2=C1N=C(N)N1N=C(CN3CCN(C4=CC=NC=C4)CC3C)N=C21,5.660747366,3.339252634,2184,1
COC1=CC=CC2=C1N=C(N)N1N=C(CN3CCN(C4=NSN=C4Cl)CC3C)N=C21,4.613857891,4.386142109,24330,0
COC1=CC=CC2=C1C(=O)N(C)C(C1=CC=C(OC3CCN(C4CCC4)CC3)C=C1)=N2,5,4,10000,1
COC1=CC=CC=C1C1=CN2N=CC(C(N)=O)=C(NC3CCC(C)(N)C3(C)C)C2=C1,5.124938737,3.875061263,7500,1
COC1=CC=CC=C1CC(C1=CC=C(F)C=C1)N1CCNCC1,4.795880017,4.204119983,16000,0
COC1=CC=CN=C1CN1C=CC2=NC(N)=NC(NCC3=NOC(C)=C3)=C21,5.795880017,3.204119983,1600,1
COC1=CC=NC=C1C1=C(CCNCC2=CC=C(C=CC(=O)NO)C=C2)C2=CC=CC=C2N1,5.071604148,3.928395852,8480,1
COC1=CN=C(C2=C(F)C=CC(F)=C2CCNC(=O)C2=CC=C(COCC(F)(F)F)N=C2)C=N1,4.700000069,4.299999931,19952.62,0
COC1=CN=C(C2=CC=CC=C2C(F)(F)CNC(=O)C2=CC=C(COCC(F)(F)F)N=C2)C=N1,4.600000075,4.399999925,25118.86,0
COC1=CN=C(C2=CC=CC=C2CCNC(=O)C2=CC=C(OCCC(F)(F)F)N=C2)C=N1,4.700000069,4.299999931,19952.62,0
COC1=CN=C(OC)C(C(C2=CC3=CC(Br)=CC=C3N=C2OC)C(O)(CCN(C)C)C2=CC(OC)=NC(OC)=C2)=C1,5.657577319,3.342422681,2200,1
COC1=CN=C(OC)C(C(C2=CC3=CC(C#N)=CC=C3N=C2OC)C(O)(CCN(C)C)C2=CC(OC)=NC(OC)=C2)=C1,5.508638306,3.491361694,3100,1
COC1=CN=C2C(CCC34CCC(NCC5=CC=C6OCC(=O)NC6=N5)(CC3)CO4)=CC=NC2=C1,7.80631897,1.19368103,15.62,1
COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=CNC5=CC=C(C#N)C=C54)CC3)C2=C1,5.698970004,3.301029996,2000,1
COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=NC5=CC(C#N)=C(C)C=C5N4)CC3)C2=C1,5,4,10000,1
COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=NC5=CC(C#N)=CC=C5N4)CC3)C2=C1,5.346787486,3.653212514,4500,1
COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=NC5=CC(Cl)=C(C)C=C5N4)CC3)C2=C1,5.853871964,3.146128036,1400,1
COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=NC5=CC(Cl)=C(F)C=C5N4)CC3)C2=C1,5.920818754,3.079181246,1200,1
COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=NC5=CC(Cl)=CC=C5N4)CC3)C2=C1,6,3,1000,1
COC1=CN=C2C=CC(=O)N(CCN3CCN(C4=NC5=CC(C(F)(F)F)=CC=C5N4)CC3)C2=C1,5,4,10000,1
COC1=CN=C2N=CC(=O)N(CCN3CCC(C4=NC5=CC(Cl)=C(C)C=C5N4)CC3)C2=C1,5,4,10000,1
COC1=CN=CC=C1C1CCC(N2CC(NC(=O)CNC3=NC=NC4=CC=C(C(F)(F)F)C=C43)C2)CC1,4.694648631,4.305351369,20200,0
COC1=NN(C)C=C1C(=O)NC1=CC=CC(C2=CN=CN2C(C)C)=N1,4.823908741,4.176091259,15000,0
COC1=NN(C)C=C1NC1=NC=C(Cl)C(C2=CNC3=C(NC(=O)C(C)N4CCN(C)CC4)C=CC=C23)=N1,4.657577319,4.342422681,22000,0
COC1=NC2=C(CCC34CCC(NCC5=CC=C6OCC(=O)NC6=N5)(CC3)CO4)C(F)=CN=C2C=C1C(F)(F)F,8.769551079,0.230448921,1.7,1
COC1=NC2=C(CCC34CCC(NCC5=CC=C6OCC(=O)NC6=N5)(CC3)CO4)C=CN=C2C=C1C#N,8.795880017,0.204119983,1.6,1
COC1=NC2=C(CCC34CCC(NCC5=CC=C6OCC(=O)NC6=N5)(CC3)CO4)C=CN=C2C=C1Cl,8.37675071,0.62324929,4.2,1
COC1=NC2=C(CCC34CCC(NCC5=CC=C6OCC(=O)NC6=N5)(CC3)CO4)C=CN=C2C=C1F,8.603800653,0.396199347,2.49,1
COC1=NC2=CC=C(Br)C=C2C=C1C(C1=CC=C(N(C)C)N=C1)C(O)(CCN(C)C)C1=CC=CC(F)=C1,6.050609993,2.949390007,890,1
COC1=NC2=CC=C(Br)C=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C21,6.050247321,2.949752679,890.7435356,1
COC1=NC2=CC=C(Br)C=C2C=C1C(C1=CC=NC(OC)=C1OC)C(O)(CCN(C)C)C1=CC(SC)=NC(SC)=C1,5.552841969,3.447158031,2800,1
COC1=NC2=CC=C(Br)C=C2C=C1C(C1=CC=NC(OC)=C1OC)C(O)(CCN(C)C)C1=CC=CC(C)=C1,6.27572413,2.72427587,530,1
COC1=NC2=CC=C(C#N)C=C2C=C1C(C1=CC=CC2=C1OCO2)C(O)(CCN(C)C)C1=CC(SC)=NC(SC)=C1,5.229147988,3.770852012,5900,1
COC1=NC2=CC=C(C(=O)O)C=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C21,5,4,10000,1
COC1=NC2=CC=C(C)C=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C21,5.366531544,3.633468456,4300,1
COC1=NC2=CC=C(C=NO)C=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C21,5.455931956,3.544068044,3500,1
COC1=NC2=CC=C(CC(C)=O)C=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C21,5,4,10000,1
COC1=NC2=CC=C(CN(C)C)C=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C21,5.318758763,3.681241237,4800,1
COC1=NC2=CC=C(CN)C=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C21,5.769551079,3.230448921,1700,1
COC1=NC2=CC=C(Cl)C=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C21,5.161150909,3.838849091,6900,1
COC1=NC2=CC=CC=C2C=C1C1=NN=C(C(CCCCNC(=O)C2=CC=CC=C2SC)NC(=O)C2=CN=CS2)O1,4.886056648,4.113943352,13000,0
COC1=NC2=CC=CC=C2C=C1C(C1=CC=CC=C1)C(O)(CCN(C)C)C1=CC=CC2=CC=CC=C21,5.795880017,3.204119983,1600,1
COC1=NC=C(C2=CC=CC(C)=C2CCNC(=O)C2=CC=C(OCCC(F)(F)F)N=C2)C=N1,5.200000237,3.799999763,6309.57,1
COC1=NC=C(C2=CC=CC(Cl)=C2CCNC(=O)C2=CC=C(OCCC(F)(F)F)N=C2)C=N1,5.400000186,3.599999814,3981.07,1
COC1=NC=C(C2=CC=CC(F)=C2CCNC(=O)C2=CC=C(OCCC(F)(F)F)N=C2)C=N1,5.100000128,3.899999872,7943.28,1
COC1=NC=C(C2=CC=CC=C2C(F)(F)CNC(=O)C2=CC=C(COCC(F)(F)F)N=C2)C=N1,4.700000069,4.299999931,19952.62,0
COC1=NC=CC(N2CCC3(CCN(CC(O)C4=CC=C5C(=O)OCC5=C4C)CC3)C2=O)=N1,5.086186148,3.913813852,8200,1
COC1=NC=CC2=C1N=C(C1=CC=C(OC3CCN(C4CCC4)CC3)C=C1)N(C)C2=O,5,4,10000,1
COC1=NC=CN=C1N1C(=O)N(C2=CC=C(C3=CC=C(C(=O)O)C=C3C)C=C2)C(=O)C12CCN(CC1=NC=CC=C1C)CC2,5.853871964,3.146128036,1400,1
CS(=O)(=O)N1CCN(CC2=CC=C3CC(N4CCN(CCC5=CC=C(F)C=C5)CC4=O)CCC3=C2)CC1,4.886056648,4.113943352,13000,0
CS(=O)(=O)C1=CC(CCN2CCN(CCC3=CC=C4C(=O)OCC4=C3)CC2)=CC=C1C#N,5.327902142,3.672097858,4700,1
CS(=O)(=O)C1=CC=C(C2=CC=C3NN=C(C4=CN=CC(OC5CNCCC56CC6)=N4)C3=C2)C(F)=C1,5.698970004,3.301029996,2000,1
CS(=O)(=O)C1=CC=C(C2=C3C=C(C4=CC=CC(S(=O)(=O)C5CC5)=C4)C=CN3N=C2)C=C1,5.853871964,3.146128036,1400,1
CS(=O)(=O)C1=CC=C(C2=CN=C3C=CC(C4=CC=CC(S(=O)(=O)C5CC5)=C4)=NN23)C=C1,6.397940009,2.602059991,400,1
CS(=O)(=O)C1=CC=C(C2=CN=C3C=CC(C4=CC=CC(S(C)(=O)=O)=C4)=NN23)C=C1,6.045757491,2.954242509,900,1
CS(=O)(=O)C1=CC=C(CCN2CCN(CCC3=CC=C([N+](=O)[O-])C=C3)CC2)C=C1,6.823908741,2.176091259,150,1
CS(=O)(=O)C1=NC=CC(C2=C(C3=CC=CC(OCC4=CC=CC=C4)=C3)N=C3SC=CN32)=N1,4.906228219,4.093771781,12410,0
CSC1=CC(C2=CC=C(CC(C#N)NC(=O)C3CCCCN3)C=C2)=CC=C1C#N,5.568636236,3.431363764,2700,1
CSC1=CC(CCN2CCN(CCC3=CC=C4C(=O)OCC4=C3)CC2)=CC=C1C#N,6.337242168,2.662757832,460,1
CSC1=CC=C(CC2=CC3=C(N=CN(C4CCCCC4O)C3=O)C3=CC=CC=C23)C=N1,5.124938737,3.875061263,7500,1
CSC1=CC=C2SC3=CC=CC=C3N(CCC3CCCCN3C)C2=C1,7.174171773,1.825828227,66.96197071,1
CSC1=CC=CC=C1C(=O)N(C1CCCCC1)C1CCNC1,5.643974143,3.356025857,2270,1
CSC1=NC=CC=C1C(=O)N1CCC(NCC2=CN=CN2CC2=CC=C(C#N)C=C2)C1=O,5.107904841,3.892095159,7800.01,1
CN1C(=O)C2=CC=CC(Cl)=C2N=C1C1=CC=C(OC2CCN(C3CCC3)CC2)C=C1,5.958607315,3.041392685,1100,1
CN1C(=O)C2=CC=CC(F)=C2N=C1C1=CC=C(OC2CCN(C3CCC3)CC2)C=C1,5.102372909,3.897627091,7900,1
CN1C(=O)C2=CC=CC=C2N=C1C1=CC=C(OC2CCN(C3CCCC3)CC2)C=C1,5.537602002,3.462397998,2900,1
CN1C(=O)C2=CC=CC=C2N=C1C1=CC=C(OCCCN2CCCC2)C=C1,5.537602002,3.462397998,2900,1
CN1C(=O)C2=CC=CC=C2N=C1C1=CC=C(OCCCN2CCCCC2)C=C1,5.552841969,3.447158031,2800,1
CN1C(=O)N(C2CCOCC2)C2=C3C=C(C4=CC=CN=C4)C=CC3=NC=C21,4.958607315,4.041392685,11000,0
CN1C(=O)N(CC2=NC=CC3=CC=CC=C32)C(=O)C2=C1C(C#N)=C(N1CCCC(N)C1)N2CC1=CC=CC=C1,5.552841969,3.447158031,2800,1
CN1C(=O)C2=C(C(C#N)=C(N3CCCC(N)C3)N2CC2=CC=CC=C2)N(C)C1=O,5.366531544,3.633468456,4300,1
CN1C(=O)SC2=CC=C(C3=CC=C(CC(C#N)NC(=O)C4CNCCCO4)C=C3)C=C21,4.638272164,4.361727836,23000,0
CN1C(=O)C2=C(N=C1N1CCC(C)(N)CC1)NN=C2C1=CC=CC(Cl)=C1Cl,6.698970004,2.301029996,200,1
CN1C(=O)C2=C(N=C1N1CCC3(CCCC3N)CC1)NN=C2C1=CC=CC(Cl)=C1Cl,6.602059991,2.397940009,250,1
CN1C(SCCCN2CC3CC3(C3=CC=C(C(F)(F)F)C=C3)C2)=NN=C1C1=CC=CC=C1,6.199998172,2.800001828,630.96,1
CN1C(SCCCN2CC3CC3(C3=CC=C(C(F)(F)F)C=C3)C2)=NN=C1C1=CC=NN=C1,5.400000186,3.599999814,3981.07,1
CN1C(SCCCN2CCC3=CC=C4OC(C(F)(F)F)=NC4=C3CC2)=NN=C1C1=CC=CC=C1,6.599997654,2.400002346,251.19,1
CN1C2=CC=C(C(=O)N3CCCCC3)C=C2C2=C1CCN(C1CCOCC1)C2,4.744727495,4.255272505,18000,0
CN1C=C(C2=CC=C(OC3CCN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)CC3)C(C(N)=O)=C2)C=N1,5.346787486,3.653212514,4500,1
CN1C=C(C2=CC=C(OC3CCN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)CC3)C(C(N)=O)=N2)C=N1,5.27572413,3.72427587,5300,1
CN1C=C(C2=CC=C3C(=C2)NC2=C(C(N)=O)C=NC(NC(C4CC4)C(F)(F)F)=C32)C=N1,5.468521083,3.531478917,3400,1
CN1C=C(C2=CC=C3C(=C2)NC2=C(C(N)=O)C=NC(NC(C4CC4)C4CC4)=C32)C=N1,5.769551079,3.230448921,1700,1
CN1C=C(C2(C3=CC(C(=O)O)=CC=N3)NC(C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=CC=CC=C23)C=N1,4.70863115,4.29136885,19560,0
CN1C=C(C2(C3=CC=CC(C(=O)O)=N3)NC(C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=CC=CC=C23)C=N1,5.060331016,3.939668984,8703,1
CN1C=C(C2(C3=CN=CC(C(=O)O)=C3)NC(C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=CC=CC=C23)C=N1,4.921180817,4.078819183,11990,0
CN1C=C(C2(C3=NN(C)C(=O)O3)NC(C3=NC(C4=CC=C(F)C=N4)=CN3)CC3=C2NC2=CC=CC=C23)C=N1,4.588380294,4.411619706,25800,0
CN1C=C(C2(C3=NOC(CN)=N3)NC(C3=NC(C4=CC=C(F)C=N4)=CN3)CC3=C2NC2=CC=CC=C23)C=N1,5.431798276,3.568201724,3700,1
CN1C=C(C2(C3=NOC(O)=N3)NC(C3=NC(C4=CC=C(F)C=N4)=CN3)CC3=C2NC2=CC=CC=C23)C=N1,5.920818754,3.079181246,1200,1
CN1C=C(NC(=O)C2=CC=CC(C3=CC=NC(NCC4CC4)=C3)=C2)C(C(N)=O)=N1,5.214670165,3.785329835,6100,1
CN1C=C(NC(=O)C2=CC=NC(C3=CC=NC(NCC4CC4)=C3)=N2)C(C(N)=O)=N1,5.721246399,3.278753601,1900,1
CN1C=C(NC(=O)C2=CN=CC(C3=CC=NC(NCC4CC4)=C3)=C2)C(C(N)=O)=N1,5.283996656,3.716003344,5200,1
CN1C=C2C3=CC=CC=C3N=C(OCC3CCN(CCC4=CC=C(CO)C=C4)CC3)C2=C1,8,1,10,1
CN1C=NC(C2=CC=C(OC3CCN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)CC3)C(C(N)=O)=C2)=C1,4.883501945,4.116498055,13076.69683,0
CN1C=NC(C2=CN=C(N)C(OC3CN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)CC3F)=C2)=C1,4.809894379,4.190105621,15491.93338,0
CN1N=NC(C2C3CN(C(=O)C4=CC=C(CC5CCC(C(O)C6=CC=CC=C6)N5)C=C4)CC32)=N1,4.769551079,4.230448921,17000,0
CC1=C(C2=CC=C3C=C(CCN4CCCC4C)C=CC3=N2)ON=C1C1=CC=C(Cl)C=C1,5.698970004,3.301029996,2000,1
CC1=C(C2=CC=C3NN=CC3=C2)C=CC2=C1N(C1CC1)C(=O)C1=C2OC(CN)=N1,5.207608311,3.792391689,6200,1
CC1=C(C2=CC=C3C=C(CCN4CCCC4C)C=CC3=N2)C=NN1C1=CC=C(N(C)C)N=N1,4.744727495,4.255272505,18000,0
CC1=C(C2=NOC(C3=CC=C(OC(C)C)C(C#N)=C3)=N2)C=CC2=C1CCN(C(CO)CO)C2,4.889999849,4.110000151,12882.5,0
CC1=C(C#N)C=CC=C1C1CN2CCN(C(=O)CC3=CC=C(N4C=NN=N4)C=C3)CC2CO1,4.829738285,4.170261715,14800,0
CC1=C(C#N)C=CC=C1C1CN2CCN(C(=O)CC3=CC=C(N4C=NN=N4)N=C3)CC2CO1,4.792112808,4.207887192,16139.3928,0
CC1=C(C(=O)CC#N)OC2=CC=C(Cl)C=C21,7.522878745,1.477121255,30,1
CC1=C(C(=O)CC#N)OC2=CC=CC=C21,7.522878745,1.477121255,30,1
CC1=C(C(F)CN2CCN(C(=O)CC3=CC=C(N4C=NN=N4)N=C3)CC2)C=CC2=C1COC2=O,4.657577319,4.342422681,22000,0
CC1=C(C(O)CN2CCC3(CC2)CC(=O)N(C2=CC=C(S(C)(=O)=O)C=N2)C3)C=CC2=C1COC2=O,4.619788758,4.380211242,24000,0
CC1=C(C(O)CN2CCC3(CC2)CCN(C2=NN(C)C(=O)C=C2)C3=O)C=CC2=C1COC2=O,4.698970004,4.301029996,20000,0
CC1=C(C(O)CN2CCC3(CC2)CCN(C2=CC=C(S(C)(=O)=O)N=C2)C3)C=CC2=C1COC2=O,4.528708289,4.471291711,29600,0
CC1=C(C(O)CN2CCC3(CC2)CCN(C2=CC=NS2)C3=O)C=CC2=C1COC2=O,5.301029996,3.698970004,5000,1
CC1=C(C(O)CN2CCC3(CC2)CCN(C2=CN=C(S(C)(=O)=O)C=N2)C3)C=CC2=C1COC2=O,4.643974143,4.356025857,22700,0
CC1=C(C)N(CC2=CC=CC=C2)C2=NC=NC(OC3CCN(CC4=CSC=N4)CC3)=C21,6.292429824,2.707570176,510,1
CC1=C(C2CN3CCN(C(=O)CC4=CC=C(N5C=NN=N5)C=N4)CC3CO2)C=CC(F)=C1C#N,4.695384949,4.304615051,20165.7812,0
CC1=C(C2CN3CCN(C(=O)CC4=CC=C(N5C=NN=N5)N=C4)CC3CO2)C=CC(F)=C1C#N,4.951544993,4.048455007,11180.33989,0
CC1=C(C2CN3CCN(C(=O)CC4=CN=C(N5C=NN=N5)N=C4)CC3CO2)C=CC(F)=C1C#N,4.913873724,4.086126276,12193.44086,0
CC1=C(CCN2CCN(C(=O)CC3=CC=C(N4C=NN=N4)C=C3)CC2)C=CC2=C1COC2=O,4.792513326,4.207486674,16124.5155,0
CC1=C(CN2CCOCC2)C=C(C2=CC=C(C(C)C)C=C2)N1C1=CC=C(F)C=N1,5.096910013,3.903089987,8000,1
CC1=C(CN2CCOCC2)C=C(C2=CC=C(C(C)C)C=C2)N1C1CC1,5.096910013,3.903089987,8000,1
CC1=C(CN2CCOCC2)C=C(C2=CC=C(C(C)C)C=C2)N1C1CCC1,5.096910013,3.903089987,8000,1
CC1=C(CN2CCOCC2)C=C(C2=CC=C(C(C)C)C=C2)N1CC1=CC=C(F)C=C1,5.301029996,3.698970004,5000,1
CC1=C(N2CCC(C3(N)CC3)C2)C(F)=CC2=C1N(C1CC1)C(=O)C=C2C1=CC(O)=NO1,4.769551079,4.230448921,17000,0
CC1=C(N2CCC(C3(N)CC3)C2)C(F)=CC2=C1N(C1CC1)C(=O)C=C2C1=NOC(=S)N1,4.744727495,4.255272505,18000,0
CC1=C(N2CCC(C3(N)CC3)C2)C(F)=CC2=C1N(C1CC1)C(=O)C(C1=NNC(=O)O1)=C2,5,4,10000,1
CC1=C(N2CCC(C3(N)CC3)C2)C(F)=CC2=C1N(C1CC1)C(=O)C(C1=NOC=N1)=C2,4.920818754,4.079181246,12000,0
CC1=C(N2CCC(C3(N)CC3)C2)C(F)=CC2=C1N(C1CC1)C(=O)C(C1=NN=CO1)=C2,5.096910013,3.903089987,8000,1
CC1=C(N2CCC(C3(N)CC3)C2)C(F)=CC2=C1N(C1CC1)C(=O)C(C1=NOC(=O)N1)=C2,4.537602002,4.462397998,29000,0
CC1=C(N2CCC(C3(N)CC3)C2)C(F)=CC2=C1N(C1CC1)C(=O)C(C#N)=C2,5.568636236,3.431363764,2700,1
CC1=C(OC(F)F)C=CC2=C1C(=O)N(CC1=CC=CC=C1C1=CC=CC=C1)C2C(=O)NC(C)(C)C,4.657577319,4.342422681,22000,0
CC1=C(OC2CC3CCC(C2)N3CC2=CC=CC=C2)C=CC=C1C(N)=O,5.958607315,3.041392685,1100,1
CC1=C(OCF)C=CC2=C1C(=O)N(CC1=CC=CC=C1C1=CC=CC=C1)C2C(=O)NC(C)(C)C,4.568636236,4.431363764,27000,0
CC1=CN(C2=CC=C(C3=CN(CC(=O)NC4=CC=CC(Cl)=C4Cl)N=N3)C=C2F)C=N1,5.468521083,3.531478917,3400,1
CC1=CC(N2C=NN=N2)=CC=C1CC(=O)N1CCN(CCC2=CC=C3C(=O)OCC3=C2)CC1,5.853871964,3.146128036,1400,1
CC1=CC(C2=CN3N=CC(C(N)=O)=C(NC4CCC(C)(N)C4(C)C)C3=C2)=CC=N1,4.522878745,4.477121255,30000,0
CC1=CC(C2=CC=NC3=C2C(C(F)(F)F)=NN3)=CC(C2(CN)CCC2)=C1,6.15490196,2.84509804,700,1
CC1=NN(C)C(C2=NC3=C4CCN(CCCSC5=NN=C(C6=C(C)N=CO6)N5C)CCC4=CC=C3O2)=C1,6.099999035,2.900000965,794.33,1
CC1=NN(C)C(C2=NC3=CC4=C(C=C3O2)CCN(CCCSC2=NN=C(C3=C(C)N=CO3)N2C)CC4)=C1,6,3,1000,1
CC1=CC(C#N)=NC2=C(CCC34CCC(NCC5=CC=C6OCC(=O)NC6=N5)(CC3)CO4)C=CN=C12,8.681936665,0.318063335,2.08,1
