MOLECULE,OUTCOME,,,
COC1=CC(OC)=NC2=C1N=CC=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,8.749579998,0.250420002,1.779999999,1
COC1=NC2=C(C=C1)N=CC=C2CCC12CCC(NCC3=NC4=C(C=C3)OCC(=O)N4)(CC1)CO2,6.251811973,2.748188027,560,1
COC1=NC2=C(C=C1)N=CC=C2[C@@H](O)CN1CCC(NCC2=NC=C3OCCOC3=C2)CC1,4.600326279,4.399673721,25099.99997,0
COC1=NC=C(C2=CC=CC=C2C(F)(F)CNC(=O)C2=CN=C(COCC(F)(F)F)C=C2)C=N1,4.700000069,4.299999931,19952.61998,0
COC1=NC=C(C2=CC=CC=C2C(F)(F)CNC(=O)C2=CN=C(COCC(F)(F)F)C=C2)N=C1,4.600000075,4.399999925,25118.85998,0
COC1=NC=C(C2=C(F)C=CC(F)=C2CCNC(=O)C2=CN=C(COCC(F)(F)F)C=C2)N=C1,4.700000069,4.299999931,19952.61998,0
COC1=NC=C(C2=CC=CC(C)=C2CCNC(=O)C2=CN=C(OCCC(F)(F)F)C=C2)C=N1,5.200000237,3.799999763,6309.570002,1
COC1=NC=C(C2=CC=CC(Cl)=C2CCNC(=O)C2=CN=C(OCCC(F)(F)F)C=C2)C=N1,5.400000186,3.599999814,3981.070001,1
COC1=NC=C(C2=CC=CC(F)=C2CCNC(=O)C2=CN=C(OCCC(F)(F)F)C=C2)C=N1,5.100000128,3.899999872,7943.280006,1
COC1=NC=C(C2=CC=CC=C2CCNC(=O)C2=CN=C(OCCC(F)(F)F)C=C2)N=C1,4.700000069,4.299999931,19952.61998,0
COC1=NC=C(C2=CC3=C(N=C2)N=C(N2CCC(N4CCCCC4)CC2)S3)C=C1,6.995635629,2.004364371,101.01,1
COC1=NC=C(C2=NC=C3N=C(N4CCC(N5CCCCC5)CC4)SC3=C2)C=C1,5.954242944,3.045757056,1111.109999,1
COC1=NC=C([C@]2(O)CC[C@H](N3CC(NC(=O)CNC4=NC=NC5=CC=C(C(F)(F)F)C=C54)C3)CC2)C=C1,4.54515514,4.45484486,28500,0
COC1=NC=CC(C2=CC3=C(N=C2)N=C(N2CCC(N4CCCCC4)CC2)S3)=C1,6.690199554,2.309800446,204.0800002,1
COC1=NC=CC(C2=NC=C3N=C(N4CCC(N5CCCCC5)CC4)SC3=C2)=C1,6.004799317,2.995200683,989.0100004,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=C(C(=O)O)C=CC=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,5.619788758,3.380211242,2400.000002,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=C(C)C=C(C(=O)O)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,4.886056648,4.113943352,12999.99999,0
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=C(F)C=C(C(=O)O)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,4.26760624,4.73239376,54000.00002,0
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC(C(=O)O)=CC=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,5.15490196,3.84509804,7000,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC(C)=C(C(=O)O)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,4.638272164,4.361727836,23000,0
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC(Cl)=C(C(=O)O)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,5.244125144,3.755874856,5700.000004,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC5=C(C=C4)NN=C5)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,5.327902142,3.672097858,4700.000001,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC5=C(C=C4)C=NN5)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,6.142667504,2.857332496,719.9999993,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC=C(C5=CC(=O)NN5)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,4.769551079,4.230448921,16999.99999,0
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC=C(C#N)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,6.431798276,2.568201724,369.9999999,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC=C(C(N)=O)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,6.187086643,2.812913357,650.0000005,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC=C(C(=O)N(C)C)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,5.050609993,3.949390007,8900.000007,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC=C(C(=O)O)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,5.193820026,3.806179974,6400,1
COC1=NC=NC(N2C(=O)N(C3=CC=C(C4=CC=C(C(=O)O)S4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,4.920818754,4.079181246,12000,0
COC1=NC=NC(N2C(=O)N(C3=CN=C(C4=C(C)C=C(C(=O)O)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,5.148741651,3.851258349,7100.000005,1
COC1=NC=NC(N2C(=O)N(C3=CN=C(C4=CC=C(C(=O)O)C=C4)C=C3)C(=O)C23CCN(CC2=C(C)C=CC=N2)CC3)=C1,4.337242168,4.662757832,46000.00003,0
COC1=NC=NC(N2C[C@@H]3CC[C@H](C2)[C@H]3NC2=NN3CCCCC(C4=C(F)C(F)=C(F)C=C4)C3=N2)=C1,6.259637311,2.740362689,549.9999994,1
CS(=O)(=O)N1CCN(CC2=CC3=C(C=C2)C[C@@H](N2CCN(CCC4=CC=C(F)C=C4)CC2=O)CC3)CC1,4.886056648,4.113943352,12999.99999,0
CS(=O)(=O)N1C=C2CN([C@H]3CO[C@H](C4=C(F)C=CC(F)=C4)[C@@H](N)C3)CC2=N1,4.408935393,4.591064607,39000,0
CS(=O)(=O)C1=C(C#N)C=CC(CCN2CCN(CCC3=CC4=C(C=C3)C(=O)OC4)CC2)=C1,5.327902142,3.672097858,4700.000001,1
CS(=O)(=O)C1=C(Cl)C=C([C@@H](CC2CCCC2)C(=O)NC2=NC=C([C@H](O)CO)N=C2)C=C1,4.15490196,4.84509804,70000,0
CS(=O)(=O)C1=CC(F)=C(C2=CC3=C(C=C2)NN=C3C2=NC(O[C@H]3CNCCC34CC4)=CN=C2)C=C1,5.698970004,3.301029996,2000.000002,1
CS(=O)(=O)C1=CC2=C(C=C1)N1C[C@H](N)[C@@H](C3=C(F)C=C(F)C(F)=C3)CC1=N2,4.420216403,4.579783597,38000.00003,0
CS(=O)(=O)C1=CC=C(C2=CN=C3C=CC(C4=CC(S(C)(=O)=O)=CC=C4)=NN23)C=C1,6.045757491,2.954242509,899.9999991,1
CS(=O)(=O)C1=CC=C(C2=CN=C3C=CC(C4=CC(S(=O)(=O)C5CC5)=CC=C4)=NN23)C=C1,6.397940009,2.602059991,399.9999997,1
CS(=O)(=O)C1=CC=C(C2=C3C=C(C4=CC(S(=O)(=O)C5CC5)=CC=C4)C=CN3N=C2)C=C1,5.853871964,3.146128036,1400.000001,1
CS(=O)(=O)C1=CC=C(CCN2CCN(CCC3=CC=C([N+](=O)[O-])C=C3)CC2)C=C1,6.823908741,2.176091259,150,1
CS(=O)(=O)C1=NC(C2=C(C3=CC(OCC4=CC=CC=C4)=CC=C3)N=C3SC=CN32)=CC=N1,4.906228219,4.093771781,12409.99999,0
CSC1=C(C#N)C=CC(C2=CC=C(C[C@@H](C#N)NC(=O)[C@@H]3CCCCN3)C=C2)=C1,5.568636236,3.431363764,2699.999999,1
CSC1=C(C#N)C=CC(CCN2CCN(CCC3=CC4=C(C=C3)C(=O)OC4)CC2)=C1,6.337242168,2.662757832,460.0000003,1
CSC1=C(C(=O)N(C2CCCCC2)[C@H]2CCNC2)C=CC=C1,5.643974143,3.356025857,2269.999999,1
CSC1=C(C(=O)N2CC[C@H](NCC3=CN=CN3CC3=CC=C(C#N)C=C3)C2=O)C=CC=N1,5.107904841,3.892095159,7800.009991,1
CSC1=NC=C(CC2=CC3=C(N=CN([C@H]4CCCC[C@@H]4O)C3=O)C3=CC=CC=C23)C=C1,5.124938737,3.875061263,7499.999993,1
C[C@H](OC1=C2C(=CC=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=NC=CC=C2)C=C1)C(=O)N(C)C,5,4,10000,1
C[C@H](OC1=C2C(=CC=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=NC=CC=C2)C=C1)C(=O)N(C)CCO,4.958607315,4.041392685,11000,0
C[C@H](NC1=C(C(N)=O)C=NC2=CC=C(C3=CN=CC=C3)C=C21)C1CCOCC1,5.443697499,3.556302501,3600.000002,1
C[C@H](O)CN(CCC1=CC=C(Cl)C=C1)C1CCN(C2=NC(N)=NN2)CC1,4.853871964,4.146128036,14000.00001,0
C[C@H](C1=CC(C(=O)N(C)C)=CC2=C1OC(N1CCOCC1)=CC2=O)N(C)C1=CC(F)=CC(F)=C1,4.721246399,4.278753601,19000,0
C[C@H](C1=CC(Cl)=NC=C1)N1[C@H]2CC[C@@H]1C[C@@H](OC1=CC(C(N)=O)=CC=C1)C2,7.886056648,1.113943352,12.99999999,1
C[C@H](C1=CC=CC=C1)N1[C@H]2CC[C@@H]1C[C@@H](OC1=CC(C(N)=O)=CC=C1)C2,7.886056648,1.113943352,12.99999999,1
C[C@H](C1=CN=C(Cl)C=C1)N1[C@H]2CC[C@@H]1C[C@@H](OC1=CC(C(N)=O)=CC=C1)C2,8.48148606,0.51851394,3.300000001,1
C[C@H](CO)OC[C@H](OC1=C2C=NN(C3=C(Cl)C=CC=N3)C2=NC=N1)C(=O)NC1=NC=C(C#N)C=C1,4.200000031,4.799999969,63095.72994,0
C[C@H](NC(=O)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1C1=CC=C(Br)C=C1)C1=CC=C(F)C=C1,5.657577319,3.342422681,2200.000001,1
C[C@H](C(=O)N1CCC(OC2=C(C(N)=O)C=C(C3=CN(C)C=N3)C=C2)CC1)C1=CC=C(OC(F)(F)F)C=C1,5.187086643,3.812913357,6500.000005,1
C[C@H](NC1=C(C(N)=O)C=NC2=CC=C(C3=CN=CC=C3)C=C21)C1=NN(C)C=C1,4.958607315,4.041392685,11000,0
C[C@H]1CC[C@@H](C2=NC(C3=C(F)C=C(C(=O)NC4=NC=CC(C(F)(F)F)=C4)C=C3)=C3C(N)=NC=CN23)CN1C(=O)C1CC1,5.366531544,3.633468456,4300.000004,1
C[C@H]1CCCN1C(=O)C1=CC=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCCC2)CC3)C=C1,4.920818754,4.079181246,12000,0
C[C@H]1C=C(C2=NC3=C(C=CC(Cl)=C3)NC3=CC=C(C#N)C=C32)CCN1C,6.22184875,2.77815125,599.9999995,1
C[C@H]1C=C(C2=NC3=C(C=CC(Cl)=C3)NC3=CC=C(Cl)C=C32)CCN1C,6.045757491,2.954242509,899.9999991,1
C[C@H]1C=C(C2=NC3=C(C=CC=C3)NC3=CC=C(Cl)C=C32)CCN1C,6.22184875,2.77815125,599.9999995,1
C[C@H]1C=C(C2=NC3=C(C=CC(Cl)=C3)NC3=CC=C(F)C=C32)CCN1C,5.920818754,3.079181246,1200,1
C[C@H]1C=C(C2=NC3=C(C=CC(Cl)=C3)NC3=CC=C(OC(F)(F)F)C=C32)CCN1C,5.721246399,3.278753601,1900,1
C[C@H]1CC2=C(OC3=CC4=C(C=C3)C=CN4C(=O)NC3=NOC(C4(C(F)(F)F)CC4)=C3)N=CN=C2CN1,5.065501549,3.934498451,8599.999995,1
C[C@H]1CC2=C(OC3=CC4=C(C=C3)N(C(=O)NC3=NOC(C(C)(C)C)=C3)C=C4)N=CN=C2CN1,4.954677021,4.045322979,11100.00001,0
C[C@H]1CN(C2=NC3=C(C=CC(C4=CC(CNCCO)=CC=C4)=N3)C(N3CCOCC3)=N2)C[C@@H](C)O1,4.886056648,4.113943352,12999.99999,0
C[C@H]1CN(C2=NC3=C(C=CC(C4=CC=CC=C4)=N3)C(N3CCOC[C@@H]3C)=N2)C[C@@H](C)O1,5.397940009,3.602059991,3999.999997,1
C[C@H]1[C@H](C2=CC=C(OCCCN3CCCC3)C=C2)OC2=C(C=CC=C2)S1(=O)=O,6.356547324,2.643452676,439.9999995,1
C[C@H]1SC2=C(C=CC=C2)O[C@@H]1C1=CC=C(OCCCN2CCCC2)C=C1,7.602059991,1.397940009,25.00000002,1
C[C@@H](OC1=CC=CC2=NC=NC(NC3=CC(Cl)=C(OCC4=NC=CC=C4)C=C3)=C12)C(=O)N1CCOCC1,5,4,10000,1
C[C@@H](O)C(=O)NC1CC(C)(C)OC2=C1C=C(C1=CC=C(Cl)C=C1)C(C1=C(Cl)C=C(Cl)C=C1)=N2,6.920818754,2.079181246,120,1
C[C@@H](O)CN(CCC1=CC=C(Cl)C=C1)C1CCN(C2=NC(N)=NN2)CC1,5.214670165,3.785329835,6100,1
C[C@@H](C1=CC=C(Br)C=C1)N1CC[C@](CCC(N)=O)(C2=CC=C(F)C=C2)OC1=O,5.200659451,3.799340549,6299.999993,1
C[C@@H](C1=CC=CC=C1)N1[C@H]2CC[C@@H]1C[C@@H](OC1=CC(C(N)=O)=CC=C1)C2,8.744727495,0.255272505,1.8,1
C[C@@H](CO)OC[C@H](OC1=C2C=NN(C3=C(Cl)C=CC=N3)C2=NC=N1)C(=O)NC1=NC=C(C#N)C=C1,4.200000031,4.799999969,63095.72994,0
C[C@@H](CO)OC1=CC(C(=O)NC2=NN(C)C=C2)=CC(OC2=CC=C(C(=O)N3CCC3)C=C2)=C1,4.15490196,4.84509804,70000,0
C[C@@H](C1=CC=C(C2=CC=C(F)C=C2)C=C1)[C@H](N)C(=O)N1CC[C@H](F)C1,5.958607315,3.041392685,1100,1
C[C@@H](NC(=O)C1=CC=C(C#N)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(F)=C(F)C=C43)C[C@H]21,5.886056648,3.113943352,1299.999999,1
C[C@@H](NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@H]2C[C@H](N3C=NC4=CC(F)=C(F)C=C43)C[C@H]21,6.283996656,2.716003344,520.0000004,1
C[C@@H](C(=O)N1CCC(OC2=C(C(N)=O)C=C(C3=CN(C)C=N3)C=C2)CC1)C1=CC=C(OC(F)(F)F)C=C1,5.37675071,3.62324929,4199.999996,1
C[C@@H](NC1=C(C(N)=O)C=NC2=CC=C(C3=CN=CC=C3)C=C21)C1=NN(C)C=C1,5.552841969,3.447158031,2799.999998,1
C[C@@H](C[C@@H](CS(=O)(=O)N1CCC(OCC2=C(Cl)C=C(Cl)C=C2)CC1)N(O)C=O)C1=NC=C(F)C=N1,5.301029996,3.698970004,4999.999996,1
C[C@@H](C[C@@H](CS(=O)(=O)N1CCN(C2=CC=C(F)C=C2)CC1)N(O)C=O)C1=NC=C(F)C=N1,4.585026652,4.414973348,26000,0
C[C@@H]1CCCN1C(=O)C1=CC=C(C2=CC3=C(C=C2)C(=O)N(CCN2CCCC2)CC3)C=C1,4.978810701,4.021189299,10500,0
C[C@@H]1C2=NN=C(C3=NC(C(F)(F)F)=NS3)N2CCN1C(=O)C1=CC=C(F)C=C1,4.408935393,4.591064607,39000,0
C[C@@H]1CCCN1CCN1CCC2=C(C=CC(C3=CC=C(F)C=C3)=C2)C1=O,6.522878745,2.477121255,300.0000002,1
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CC=NN1)C=C2,4.397940009,4.602059991,39999.99997,0
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=C(Cl)N(C)N=C1C1=CC=CC=C1)C=C2,5.22184875,3.77815125,5999.999995,1
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CNN=C1)C=C2,4.397940009,4.602059991,39999.99997,0
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CC3=C(C=C1)N=CC=N3)C=C2,5.075720714,3.924279286,8399.999999,1
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CC=C(C#N)C=C1)C=C2,5.494850022,3.505149978,3199.999998,1
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CC=NC=C1)C=C2,4.552841969,4.447158031,27999.99998,0
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CN=C(Cl)C=C1)C=C2,5.443697499,3.556302501,3600.000002,1
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CN=CC=C1)C=C2,4.920818754,4.079181246,12000,0
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CN=CN=C1)C=C2,4.397940009,4.602059991,39999.99997,0
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CSC(C3=CC=CC=C3)=N1)C=C2,5.795880017,3.204119983,1600.000001,1
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=NC3=NC=NN3C=C1)C=C2,4.681936665,4.318063335,20800,0
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=NC=CC=C1)C=C2,4.744727495,4.255272505,18000,0
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CN=C(C3=CC=CC=C3)S1)C=C2,5.866461092,3.133538908,1359.999999,1
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=CC=C(C#N)S1)C=C2,5.698970004,3.301029996,2000.000002,1
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1=NC=CS1)C=C2,4.935542011,4.064457989,11599.99999,0
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=C(C1CC1)C=C2,4.356547324,4.643452676,43999.99995,0
C[C@@H]1CCCN1CCC1=CC2=C(C=C1)N=CC=C2,4.397940009,4.602059991,39999.99997,0
C[C@@H]1CCCN1CCC1=CC=C(C2=CC=C(S(=O)(=O)CCO)C=C2)C=C1,5.113509275,3.886490725,7699.999997,1
C[C@@H]1CCCN1CCC1=CC=C(C2=CC=C(S(=O)(=O)N3CCCCC3)C=C2)C=C1,5.954837466,3.045162534,1109.59,1
C[C@@H]1CCCN1CCC1=CC=C(C2=CC=C(S(=O)(=O)N3CCOCC3)C=C2)C=C1,5.435728175,3.564271825,3666.669998,1
C[C@@H]1CCCN1CCC1=CC=C(C2=CC=C(S(=O)(=O)NC3CCOCC3)C=C2)C=C1,4.893147452,4.106852548,12789.47001,0
C[C@@H]1CCCN1CCC1=CC=C(C2=CC=C(S(=O)(=O)NCC3CC3)C=C2)C=C1,5.592513918,3.407486082,2555.560001,1
C[C@@H]1CCCN1CCC1=CC=C(C2=CC=C(S(=O)(=O)NCC3=CC=CC=C3)C=C2)C=C1,6.243036963,2.756963037,571.4299999,1
C[C@@H]1COCCN1C1=NC(C2=CN=CC3=C2C=CN3)=NC(C2(S(C)(=O)=O)CC2)=C1,4.823908741,4.176091259,15000,0
C[C@@H]1CN(C2=NOC(C(F)(F)F)=N2)CCN1C1=NC=C(OCC2=C(C#N)C=NC=C2)C=N1,5.119186408,3.880813592,7599.999995,1
C[C@@H]1OCC2(CCN(C3=NC(N)=C(SC4=C(Cl)C(C5CC5)=NC=C4)C(=O)N3C)CC2)[C@@H]1N,5.008773924,3.991226076,9800.000007,1
C[C@@H]1OCC2(CCN(C3=NC4=C(C(=O)N3C)C(C3=C(Cl)C(Cl)=CC=C3)=NN4)CC2)[C@@H]1N,6.537602002,2.462397998,290.0000001,1
C[C@@H]1OCC2(CCN(C3=NC4=C(C(=O)N3C)C(C3=C(Cl)C(Cl)=NC=C3)=NN4)CC2)[C@@H]1N,5.920818754,3.079181246,1200,1
C[C@@H]1OCC2(CCN(C3=NC4=C(C(=O)N3C)C(C3=C(Cl)C(NC5CC5)=NC=C3)=NN4)CC2)[C@@H]1N,4.769551079,4.230448921,16999.99999,0
C[C@@H]1OCC2(CCN(C3=NC4=C(C(=O)N3C)C(C3=C(Cl)C(NC5CCC5)=NC=C3)=NN4)CC2)[C@@H]1N,5.721246399,3.278753601,1900,1
C[C@@H]1OCC2(CCN(C3=NC4=C(N=C3)C(C3=C(Cl)C(Cl)=CC=C3)=NN4)CC2)[C@@H]1N,8.397940009,0.602059991,3.999999997,1
C[C@@H]1SC2=C(C=CC=C2)O[C@@H]1C1=CC=C(OCCCN2CCCC2)C=C1,8.301029996,0.698970004,4.999999996,1
C[C@]1(O)CC[C@H](NC2=NN3C(C4=CC(C(F)(F)F)=CC=C4)=CN=C3C=C2)CC1,4.920818754,4.079181246,12000,0
C[Si]1(C)CCN(CC2=NN(C3=CC=C(F)C=C3)C(C3=CC=C(C(F)(F)F)C=C3)=C2)CC1,5.899629455,3.100370545,1260,1
C[Si]1(C)CCN(CC2=NN(C3CCCCC3)C(C3=CC=C(C(F)(F)F)C=C3)=C2)CC1,5.602059991,3.397940009,2500.000002,1
CN1C(SCCCN2CCC3=C(CC2)C2=C(C=C3)OC(C(F)(F)F)=N2)=NN=C1C1=CC=CC=C1,6.599997654,2.400002346,251.19,1
CN1C(SCCCN2C[C@@H]3C[C@]3(C3=CC=C(C(F)(F)F)C=C3)C2)=NN=C1C1=CC=CC=C1,6.199998172,2.800001828,630.9600003,1
CN1C(SCCCN2C[C@@H]3C[C@]3(C3=CC=C(C(F)(F)F)C=C3)C2)=NN=C1C1=CN=NC=C1,5.400000186,3.599999814,3981.070001,1
CN1C(=O)C2=C(C(C#N)=C(N3CCC[C@H](N)C3)N2CC2=CC=CC=C2)N(C)C1=O,5.366531544,3.633468456,4300.000004,1
CN1C(=O)C2=C(N=C1N1CCC(C)(N)CC1)NN=C2C1=C(Cl)C(Cl)=CC=C1,6.698970004,2.301029996,200.0000002,1
CN1C(=O)C2=C(N=C1N1CCC3(CCC[C@H]3N)CC1)NN=C2C1=C(Cl)C(Cl)=CC=C1,6.602059991,2.397940009,250.0000002,1
CN1C(=O)C2=C(N=C1C1=CC=C(OC3CCN(C4CCC4)CC3)C=C1)C(Cl)=CC=C2,5.958607315,3.041392685,1100,1
CN1C(=O)C2=C(N=C1C1=CC=C(OC3CCN(C4CCC4)CC3)C=C1)C(F)=CC=C2,5.102372909,3.897627091,7899.999995,1
CN1C(=O)C2=C(C=CC=C2)N=C1C1=CC=C(OC2CCN(C3CCCC3)CC2)C=C1,5.537602002,3.462397998,2900.000001,1
CN1C(=O)C2=C(C=CC=C2)N=C1C1=CC=C(OCCCN2CCCC2)C=C1,5.537602002,3.462397998,2900.000001,1
CN1C(=O)C2=C(C=CC=C2)N=C1C1=CC=C(OCCCN2CCCCC2)C=C1,5.552841969,3.447158031,2799.999998,1
CN1N=CC=C1[C@H]1CCCC[C@@H]1OC1=C(F)C=C(S(=O)(=O)NC2=CSC=N2)C(F)=C1,4.026872146,4.973127854,94000.00009,0
CN1C(=O)N(CC2=NC=CC3=CC=CC=C32)C(=O)C2=C1C(C#N)=C(N1CCC[C@H](N)C1)N2CC1=CC=CC=C1,5.552841969,3.447158031,2799.999998,1
CN1C(=O)N(C2CCOCC2)C2=C1C=NC1=C2C=C(C2=CN=CC=C2)C=C1,4.958607315,4.041392685,11000,0
CN1C2=C(C=C(C(=O)N3CCCCC3)C=C2)C2=C1CCN(C1CCOCC1)C2,4.744727495,4.255272505,18000,0
CN1C(=O)SC2=C1C=C(C1=CC=C(C[C@@H](C#N)NC(=O)[C@@H]3CNCCCO3)C=C1)C=C2,4.638272164,4.361727836,23000,0
CN1C=NC(C2=CC(C(N)=O)=C(O[C@H]3CCN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)C[C@@H]3F)N=C2)=C1,4.619788758,4.380211242,24000.00002,0
CN1C=NC(C2=CC(C(N)=O)=C(O[C@H]3CCN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)C[C@H]3F)N=C2)=C1,4.853871964,4.146128036,14000.00001,0
CN1C=NC(C2=CC(C(N)=O)=C(O[C@@H]3CCN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)C[C@@H]3F)N=C2)=C1,5.045757491,3.954242509,8999.999991,1
CN1C=NC(C2=CC(O[C@H]3CN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)C[C@@H]3F)=C(N)N=C2)=C1,4.795880017,4.204119983,16000.00001,0
CN1C=NC(C2=CC(O[C@@H]3CN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)C[C@H]3F)=C(N)N=C2)=C1,4.823908741,4.176091259,15000,0
CN1C=C2C(=C1)C1=C(C=CC=C1)N=C2OCC1CCN(CCC2=CC=C(CO)C=C2)CC1,8,1,10,1
CN1C=C(NC(=O)C2=CC(C3=CC(NCC4CC4)=NC=C3)=CC=C2)C(C(N)=O)=N1,5.214670165,3.785329835,6100,1
CN1C=C(NC(=O)C2=CC(C3=CC(NCC4CC4)=NC=C3)=CN=C2)C(C(N)=O)=N1,5.283996656,3.716003344,5200.000004,1
CN1C=C(NC(=O)C2=NC(C3=CC(NCC4CC4)=NC=C3)=NC=C2)C(C(N)=O)=N1,5.721246399,3.278753601,1900,1
CN1N=NC([C@@H]2[C@H]3CN(C(=O)C4=CC=C(C[C@@H]5CC[C@H]([C@H](O)C6=CC=CC=C6)N5)C=C4)C[C@H]32)=N1,4.769551079,4.230448921,16999.99999,0
CN1C=C(C2=CC(C(N)=O)=C(OC3CCN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)CC3)C=C2)C=N1,5.346787486,3.653212514,4500.000002,1
CN1C=C(C2=CC3=C(C=C2)C2=C(N3)C(C(N)=O)=CN=C2NC(C2CC2)C2CC2)C=N1,5.769551079,3.230448921,1699.999999,1
CN1C=C(C2=CC3=C(C=C2)C2=C(N3)C(C(N)=O)=CN=C2N[C@H](C2CC2)C(F)(F)F)C=N1,5.468521083,3.531478917,3400,1
CN1C=C(C2=NC(C(N)=O)=C(OC3CCN(C(=O)CC4=CC=C(OC(F)(F)F)C=C4)CC3)C=C2)C=N1,5.27572413,3.72427587,5300.000005,1
CN1C=C([C@@]2(C3=CC(C(=O)O)=CN=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)C=N1,4.921180817,4.078819183,11990,0
CN1C=C([C@@]2(C3=NC(C(=O)O)=CC=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)C=N1,5.060331016,3.939668984,8703.00001,1
CN1C=C([C@@]2(C3=NC=CC(C(=O)O)=C3)N[C@@H](C3=NC(C4=CC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)C=N1,4.70863115,4.29136885,19559.99998,0
CN1C=C([C@@]2(C3=NOC(CN)=N3)N[C@@H](C3=NC(C4=NC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)C=N1,5.431798276,3.568201724,3699.999999,1
CN1C=C([C@@]2(C3=NOC(O)=N3)N[C@@H](C3=NC(C4=NC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)C=N1,5.920818754,3.079181246,1200,1
CN1C=C([C@@]2(C3=NN(C)C(=O)O3)N[C@@H](C3=NC(C4=NC=C(F)C=C4)=CN3)CC3=C2NC2=C3C=CC=C2)C=N1,4.588380294,4.411619706,25800,0
